"","The ball is white.","The ball is alice blue.","The ball is antique white.","The ball is aquamarine.","The ball is azure.","The ball is beige.","The ball is bisque.","The ball is black.","The ball is blanched almond.","The ball is blue.","The ball is blue violet.","The ball is brown.","The ball is burly wood.","The ball is cadet blue.","The ball is chartreuse.","The ball is chocolate.","The ball is coral.","The ball is cornflower blue.","The ball is cornsilk.","The ball is cyan.","The ball is dark blue.","The ball is dark cyan.","The ball is dark goldenrod.","The ball is dark gray.","The ball is dark green.","The ball is dark grey.","The ball is dark khaki.","The ball is dark magenta.","The ball is dark olive green.","The ball is dark orange.","The ball is dark orchid.","The ball is dark red.","The ball is dark salmon.","The ball is dark sea green.","The ball is dark slate blue.","The ball is dark slate gray.","The ball is dark slate grey.","The ball is dark turquoise.","The ball is dark violet.","The ball is deep pink.","The ball is deep sky blue.","The ball is dim gray.","The ball is dim grey.","The ball is dodger blue.","The ball is firebrick.","The ball is floral white.","The ball is forest green.","The ball is gainsboro.","The ball is ghost white.","The ball is gold.","The ball is goldenrod.","The ball is gray.","The ball is green.","The ball is green yellow.","The ball is grey.","The ball is honeydew.","The ball is hot pink.","The ball is indian red.","The ball is ivory.","The ball is khaki.","The ball is lavender.","The ball is lavender blush.","The ball is lawn green.","The ball is lemon chiffon.","The ball is light blue.","The ball is light coral.","The ball is light cyan.","The ball is light goldenrod.","The ball is light goldenrod yellow.","The ball is light gray.","The ball is light green.","The ball is light grey.","The ball is light pink.","The ball is light salmon.","The ball is light sea green.","The ball is light sky blue.","The ball is light slate blue.","The ball is light slate gray.","The ball is light slate grey.","The ball is light steel blue.","The ball is light yellow.","The ball is lime green.","The ball is linen.","The ball is magenta.","The ball is maroon.","The ball is medium aquamarine.","The ball is medium blue.","The ball is medium orchid.","The ball is medium purple.","The ball is medium sea green.","The ball is medium slate blue.","The ball is medium spring green.","The ball is medium turquoise.","The ball is medium violet red.","The ball is midnight blue.","The ball is mint cream.","The ball is misty rose.","The ball is moccasin.","The ball is navajo white.","The ball is navy.","The ball is navy blue.","The ball is old lace.","The ball is olive drab.","The ball is orange.","The ball is orange red.","The ball is orchid.","The ball is pale goldenrod.","The ball is pale green.","The ball is pale turquoise.","The ball is pale violet red.","The ball is papaya whip.","The ball is peach puff.","The ball is peru.","The ball is pink.","The ball is plum.","The ball is powder blue.","The ball is purple.","The ball is red.","The ball is rosy brown.","The ball is royal blue.","The ball is saddle brown.","The ball is salmon.","The ball is sandy brown.","The ball is sea green.","The ball is seashell.","The ball is sienna.","The ball is sky blue.","The ball is slate blue.","The ball is slate gray.","The ball is slate grey.","The ball is snow.","The ball is spring green.","The ball is steel blue.","The ball is tan.","The ball is thistle.","The ball is tomato.","The ball is turquoise.","The ball is violet.","The ball is violet red.","The ball is wheat.","The ball is white smoke.","The ball is yellow.","The ball is yellow green.","What color is the ball?"
"The ball is cornflower blue.",0.893093846420623,0.91393024341683,0.88048159558809,0.903766217709753,0.90426590515363,0.889939527080745,0.857730767554643,0.879093161080726,0.879173153184247,0.934150333882316,0.935421776157708,0.890958651571683,0.842818063093966,0.918822238826237,0.882577869384614,0.878830329664807,0.898127172693517,1,0.942737718294236,0.918907183131522,0.922898514185301,0.906036873278142,0.897560257522562,0.888211520266408,0.891860101248566,0.888561342710803,0.867474841293982,0.885533872892625,0.876320181430891,0.883170186662376,0.898769657728018,0.885380765372694,0.882609971443463,0.890363409749167,0.903211073029515,0.876678125543954,0.876273435508554,0.899590664793996,0.89872860177883,0.893001089463463,0.914771013274336,0.88370605630798,0.883110171539943,0.916941512343683,0.850509804098547,0.916819796587464,0.878653325285226,0.867342614822594,0.877153172087812,0.874782109352091,0.89058896325456,0.890855286152973,0.89375553825212,0.893934203104006,0.890324811754323,0.867667113846005,0.884851604500281,0.872725533175877,0.878623265423247,0.884207706971034,0.910604010099747,0.902535774901121,0.885989839666183,0.873146869466605,0.928277843277272,0.898192899099451,0.912971176018969,0.891043440255044,0.891654612645652,0.892196584808253,0.893845365230811,0.891420668937531,0.891371502664928,0.881207396077328,0.89274552271331,0.918721844958092,0.906611888091183,0.879636367671573,0.879263846970004,0.905908388806565,0.894198220338593,0.88980380118969,0.872500399349378,0.894925066010966,0.892165616425374,0.882346534693866,0.924204870599876,0.89187406356582,0.901159447080501,0.891834537793371,0.900805308943274,0.886379548335904,0.89754316532017,0.891101255021768,0.915477965268572,0.882574556885083,0.894210480540194,0.87133176841572,0.873727234339711,0.906450743299442,0.9235764446033,0.874619459294665,0.873241618946818,0.884469907093564,0.883282986143146,0.900257208396502,0.895654595193094,0.897649673845289,0.909998140064052,0.897604576273172,0.843133416723687,0.875967032207319,0.847564783785559,0.89481061747371,0.88080315601167,0.932092288154512,0.901863224606066,0.882023497730655,0.898021918298981,0.922912928189438,0.869411204156193,0.877022242563675,0.883746480629246,0.899909448351675,0.866518643197027,0.872570923894549,0.925771623036806,0.91246829107612,0.880957943281966,0.880542677422936,0.86242920672686,0.886058507418188,0.914708118345043,0.873145819467363,0.888693889561051,0.8812009906964,0.909721666437566,0.910005850898595,0.899455301769273,0.882810645820953,0.867062114657348,0.895072877582976,0.895876264305074,0.889717325644095
"The ball is cornsilk.",0.895448478755911,0.876052774791874,0.872770378445737,0.872250123058127,0.871622063728398,0.888039345865134,0.86251300004685,0.890430942050306,0.888333029054081,0.884997943391249,0.881982441317583,0.891399522192829,0.857335890380454,0.868419763261115,0.869549007231426,0.887415743783363,0.898975021167504,0.942737718294236,1,0.891611922859853,0.883964418528925,0.894978113306645,0.901403827357167,0.891006235346175,0.885062078941179,0.884501615128554,0.878541575350022,0.876596470282861,0.86858082839953,0.888924119080274,0.901307031934516,0.890452403911389,0.890888417256284,0.875909588556433,0.869071657295752,0.87339638745302,0.868065582583978,0.883248513075191,0.886863849858602,0.891357446584279,0.871486054684157,0.881151419826523,0.875210731435989,0.867337237730708,0.854847654514289,0.894374821012086,0.865811202672458,0.87611765296643,0.885673599409502,0.881719175141961,0.890352133402312,0.890439514021063,0.883087000148023,0.880685149296466,0.883892189628772,0.893828642088476,0.888297616367905,0.869606824124898,0.899713678987212,0.893981280406074,0.89949275458622,0.892000066407434,0.877200484082268,0.885536396251001,0.888042629276332,0.898504956696024,0.889841133681121,0.89440278089168,0.887698029112971,0.893019787633088,0.885338540445561,0.887037747775155,0.8987174862023,0.889362063184756,0.877179758480548,0.884102779728261,0.867897412861154,0.874516175971849,0.868666885465012,0.871375511003663,0.892261097256889,0.880898240646412,0.895625214018219,0.881420309161746,0.886884175263372,0.846744894630351,0.879599151016249,0.883935671266504,0.882850980693626,0.867205287867794,0.861017702928995,0.871050595760223,0.867537500242396,0.870538124577581,0.87668866415415,0.880728373564369,0.889295700606769,0.879250727732118,0.866977969145654,0.879625796230471,0.87764522704802,0.884937946095916,0.866481246254048,0.887015909258359,0.882677353190935,0.903078945193146,0.893278438202163,0.882619993579411,0.887524630084002,0.884345234483187,0.876443864723188,0.890911948221268,0.854290559382694,0.899847376009484,0.880463801643878,0.88960317134019,0.887088065876112,0.878564883429434,0.896993805100899,0.875626514467239,0.864673651165149,0.888522402511731,0.8942188781269,0.880669833017973,0.878120161027709,0.887992926909102,0.888327395638278,0.870805380647145,0.874316042985518,0.869319023717125,0.875008155996358,0.87775474831224,0.875323377151914,0.879966835071848,0.89165377664185,0.893466939361763,0.884072082966227,0.893590070760472,0.885267201578989,0.907537939698211,0.871057329507773,0.887555353812863,0.881942497982498,0.87777121975187
"The ball is cyan.",0.912699327910077,0.909826501237158,0.868878284231708,0.919282260092092,0.93025021501687,0.905762118792313,0.8532949044093,0.903398551116698,0.871283419286497,0.940952929298843,0.9364685682152,0.903784687516928,0.844465803973739,0.911594130468859,0.908055905416915,0.885600026909449,0.912233290961091,0.918907183131522,0.891611922859853,1,0.930111817970979,0.966838893007117,0.888598640203187,0.910447204957349,0.913768280031533,0.910354092331533,0.881909987152488,0.909635925571956,0.889441893642619,0.902942383009461,0.899743654777455,0.910978937468201,0.905848214481618,0.911537536998428,0.905068697136591,0.890537511115555,0.890102041584181,0.914394574663207,0.915043659466763,0.909670720171535,0.91609461201971,0.905773627593397,0.904490921360043,0.908350579444098,0.851589989689671,0.892973631512039,0.89734920472084,0.877483689364324,0.890197891250868,0.89674220782433,0.882491147845668,0.916274983787311,0.920290777301549,0.92147492460599,0.914682148184952,0.86378418894615,0.902412309179195,0.879728768862355,0.882221388503825,0.905375221932148,0.925842222428063,0.896465222861971,0.895268518322374,0.876872616156068,0.934272616704756,0.9071748402367,0.976658166086706,0.892829475518546,0.894410124418669,0.912159256586723,0.916928699176237,0.910977893023486,0.910870644648885,0.901667999419592,0.911546561196321,0.923648643501204,0.905204325331216,0.892514753555126,0.891455201436596,0.899103287592189,0.914500481522049,0.915878333720903,0.876629425183915,0.928440468839399,0.909638199493817,0.886448695338638,0.924765196532674,0.880900595364177,0.918594145894257,0.903788539056597,0.898609969483548,0.893409404797643,0.898433206302219,0.901863579394518,0.916285036673669,0.884993812536987,0.884904686144951,0.865535238713585,0.854886624764264,0.919844970359073,0.92688056503853,0.858607480787693,0.87740488270554,0.908532575770015,0.905815067686817,0.893050538053967,0.890873931192019,0.918051213942891,0.920998968843911,0.916957322655572,0.841624005028313,0.876792050160875,0.861446407098241,0.919433297125643,0.889906543988388,0.92048308040488,0.937091399432268,0.908909580182005,0.900292571479562,0.921071844985621,0.862049916228964,0.900951641517852,0.887766666836953,0.921722160912416,0.874704564756481,0.876392031936461,0.933145944319446,0.913021052758438,0.89711604294474,0.895386863604491,0.876127465556161,0.903159065268599,0.904870298219061,0.900060560079265,0.876211747891594,0.881688345552642,0.923431810604913,0.934441304258715,0.924248645780141,0.871965437373235,0.878404750697386,0.921773897078738,0.92227097371385,0.912768982802147
"The ball is dark blue.",0.913240174119529,0.921371293374109,0.880472889246913,0.905548766929631,0.923875944669578,0.916842614270166,0.853533086251889,0.936209880829652,0.880339720259822,0.968438177409214,0.95214146070934,0.926066485744444,0.875067158465754,0.929274915816499,0.892952445164971,0.905623821744123,0.891057900174828,0.922898514185301,0.883964418528925,0.930111817970979,1,0.950070792510807,0.916974050996347,0.958005479869654,0.947775519438325,0.956955789230596,0.923722118379807,0.927287313898587,0.929046838255972,0.936777442419386,0.922229675512274,0.947117328887933,0.931722767167684,0.940167857158987,0.965956531959537,0.93765029980569,0.936593759981093,0.948575275574774,0.945829391582931,0.913046913307001,0.953287618472662,0.934141065104486,0.93458700124562,0.935222950563143,0.868070049196352,0.882264883710353,0.902680486188164,0.881175612000566,0.898622094970318,0.888881439393512,0.874025278756735,0.931065641544934,0.914271131055346,0.910998184729756,0.931251389238456,0.856944210949417,0.896602690286872,0.878279829773511,0.88751971070753,0.91196898388033,0.918903357386099,0.888557993702806,0.889957980045621,0.863752638099005,0.97043671302725,0.897213239744979,0.92679630117954,0.90300867899114,0.900486683690001,0.932845848964702,0.923421013382147,0.932510779710321,0.911162266958131,0.902946554622994,0.916521786148431,0.957871438446813,0.944978870167305,0.91876865747475,0.917920501271434,0.941445576843697,0.919763662784247,0.904848737185364,0.884057470623024,0.909135341922036,0.919546140483779,0.887547848304838,0.952221181008356,0.878130864647129,0.917503717087535,0.909237010593158,0.928496526930189,0.894971707587692,0.905347079183418,0.902708072740439,0.952788162301289,0.880404322492852,0.889434102766295,0.878112607544357,0.861924666964793,0.930354761572116,0.954119242450705,0.874583853227988,0.903960226350548,0.903510871873516,0.901127049385495,0.878513310551332,0.88822420051741,0.917247026280155,0.923376501400861,0.913975200485548,0.844805121813009,0.871494103132268,0.859399844454888,0.910146794016162,0.888703978469794,0.94564247546772,0.923403917333816,0.908063733044052,0.90578834551683,0.940508136468095,0.885158739255618,0.886796069725185,0.902495694276218,0.91718321750176,0.881903930305012,0.885224204796894,0.954563814955714,0.942246467908822,0.917017854903452,0.91576632393462,0.886118814626245,0.891555424028881,0.944739121056107,0.909852542138403,0.874563122297652,0.882631875425868,0.916245459062741,0.928214113036038,0.915586245205741,0.874582090333817,0.884638641986038,0.916413936903217,0.91213981027007,0.913742655922409
"The ball is dark cyan.",0.899920089264324,0.888699601633329,0.870058756075661,0.906615121193891,0.92370285952141,0.907207980601604,0.846101166712975,0.919443821259241,0.871447999468468,0.913326961807511,0.923057894641703,0.910400148509368,0.852901595425883,0.904484487287707,0.899869288369519,0.890911271902396,0.899944155978699,0.906036873278142,0.894978113306645,0.966838893007117,0.950070792510807,1,0.919187390707244,0.950366748772469,0.94135833175497,0.949651889392364,0.923274057548527,0.936830822693509,0.921024023122829,0.938050507682871,0.936667238259557,0.94031237491757,0.944077572463762,0.935668923389357,0.927954214514007,0.929278105564814,0.928212921169088,0.948885091560084,0.951884516744539,0.916377219097561,0.917825464182594,0.926386610432531,0.925012652075088,0.899410600235288,0.854540998968194,0.878889009594207,0.894362379941587,0.875706482892562,0.89262184219897,0.887842744060427,0.879036629697061,0.922679988775543,0.905063265417577,0.907924075258498,0.921138096353798,0.859914195947932,0.89724071868007,0.875380172449695,0.881322937050184,0.913799127204205,0.923796983144477,0.89764795801202,0.884786850229074,0.867495764278895,0.9255073255848,0.913957457090994,0.972982370275848,0.908366930364305,0.906784339855617,0.926897905421525,0.916951792330821,0.925582608663826,0.914125244473564,0.917152729896976,0.914245064568062,0.920230165487581,0.908093758939478,0.912827169915406,0.911619520376189,0.902513062116654,0.917098514870244,0.905514884561211,0.873235171997038,0.917952783875953,0.915707763164698,0.885586813645792,0.917250940827492,0.891310376105865,0.925370974458662,0.904992511291028,0.899061822602617,0.894961668155475,0.903612756116244,0.90994672826026,0.924491477557018,0.876798174172828,0.884745281535015,0.867008221750612,0.85662646465536,0.915313832266471,0.917419609255127,0.859959792936901,0.892551463247852,0.903274020583284,0.903918178528852,0.891601238361213,0.898824127338437,0.918922642816323,0.928354115556016,0.92457245795776,0.837104464230333,0.871306712463354,0.854494056835517,0.909582621157407,0.88377096055228,0.908465599836366,0.926727259756545,0.89670612783325,0.90646318519255,0.90756390073783,0.878848373954368,0.894470940663858,0.901921480257547,0.913827263608665,0.871272486843231,0.887028118566346,0.91503089773903,0.903624261405337,0.90946851598634,0.907359355994829,0.864851641683779,0.890794357323305,0.897937921068316,0.911811452213684,0.864053666109238,0.873153668608419,0.916670209482772,0.930877129332109,0.920540127553647,0.868222205851137,0.869856001404625,0.907984283059363,0.909782641057168,0.905552743462554
"The ball is dark goldenrod.",0.889388157964769,0.864831959695194,0.875042766733645,0.867472903235721,0.879001353531191,0.894832432643387,0.842291999917789,0.902862326637715,0.872225017946765,0.889446004862783,0.891258617262945,0.907119392809189,0.870455758421334,0.878740784346604,0.896952082350515,0.886370758472078,0.880276262596072,0.897560257522562,0.901403827357167,0.888598640203187,0.916974050996347,0.919187390707244,1,0.928524755204931,0.931647460382157,0.924654984899385,0.912175649348957,0.909589680237026,0.913835893214222,0.928791413286549,0.925988195928668,0.934886060100288,0.922311903005176,0.917795418064532,0.903999129311769,0.912719490811674,0.908890278582873,0.907910676670919,0.922536616897768,0.897941622272151,0.889322887885207,0.910275558557151,0.906184981365412,0.887415734786249,0.86064051815458,0.885066892183469,0.893918894886708,0.883259107059864,0.87337070299357,0.916618256281987,0.973378441998151,0.906911041653562,0.901461419151947,0.911998374986393,0.902478891745723,0.864758510946342,0.888066937414952,0.878780377620111,0.873763989275913,0.900035065490484,0.896394604612416,0.878272782986459,0.890330283770849,0.866869452377741,0.899109069401891,0.892647293276131,0.894064662887269,0.970746359200447,0.961453511876937,0.908897877049434,0.909124345164665,0.905539355342374,0.895664630741632,0.900797246554797,0.896563619685858,0.893045301648792,0.88586930294807,0.893907858777661,0.890146780986389,0.886901541864255,0.917738460999719,0.886176684325913,0.872560765374442,0.89011865976585,0.905278899806132,0.846628354448947,0.88815997310485,0.889339416699521,0.885718301894642,0.885489543300627,0.874303711811563,0.888951377615048,0.868024508970121,0.892152352414727,0.896607448523236,0.865727608492673,0.89849876364269,0.876147084952429,0.849631502275347,0.886173433476159,0.88438972329285,0.876104832366903,0.895265398378248,0.898095000202365,0.904405836373204,0.897103833818152,0.971714653730779,0.905517304137844,0.892024943236333,0.905070786497835,0.838474298329499,0.87326821092628,0.852507569234297,0.89142531494012,0.88396889478716,0.883147121103355,0.888281027579647,0.898249733389484,0.924424602156679,0.892390588774184,0.88232697792446,0.88925396421058,0.896159774756606,0.896860072625906,0.866352686245028,0.883220791030713,0.890930843259087,0.881113813603642,0.891430564364458,0.887362332875108,0.871607778367143,0.891898670732698,0.887744528411037,0.896122288570503,0.888923445694437,0.885747529994726,0.881187455155578,0.903067001093309,0.904062332613709,0.891947908361485,0.871875035042192,0.910556832578276,0.912885509846895,0.884350328116898
"The ball is dark gray.",0.915782249774764,0.885598931430899,0.88885284054251,0.883815096818009,0.905928850591593,0.926341257324566,0.860769379435036,0.943506903102211,0.876772669734988,0.914100345930818,0.910543135560156,0.929897892789241,0.880329447655797,0.890981451764234,0.894530096871572,0.898233397508799,0.892149137315086,0.888211520266408,0.891006235346175,0.910447204957349,0.958005479869654,0.950366748772469,0.928524755204931,1,0.950841239086086,0.98919096287184,0.939043690066816,0.927988921252613,0.932569787448038,0.945593881876947,0.923708038296012,0.952220849300105,0.936974863244353,0.937572099030479,0.938779565208938,0.96895454105526,0.960967443833268,0.944900557385449,0.951108171522263,0.913517482286123,0.912583646161589,0.974674051143848,0.966079035294834,0.898976321207215,0.8754864368567,0.881067238264513,0.902841070725268,0.889604058476871,0.907938670887585,0.888874439743283,0.882042972816726,0.978116515225695,0.907982276432972,0.909496649680025,0.967400739220639,0.851435644509944,0.894387441445766,0.873728941037956,0.894246580150153,0.922187356167713,0.915200106531674,0.88576122469974,0.891270538540309,0.858352999072108,0.928051147368827,0.901317684183102,0.916929555696095,0.911609704118774,0.908570022752844,0.974410523919346,0.921029703039505,0.964887869898347,0.916264895586087,0.905903968408874,0.911616201069049,0.920180913723523,0.91411260334205,0.948323523837802,0.940728548249537,0.908120704099577,0.924176165201915,0.900291668854518,0.885194281868734,0.903028827259633,0.917176726871218,0.86869451393965,0.915499047117405,0.876803450743055,0.912238264831584,0.901483994752533,0.903889307084655,0.893477363897186,0.892278601610913,0.902565842221915,0.920073165105718,0.872602815844632,0.888092003189324,0.876638588350446,0.864846465580826,0.911349898899861,0.913946980043986,0.880379173086572,0.907077594640344,0.904642034172414,0.903758388613005,0.875126991357471,0.898361789971737,0.917927682982001,0.91971786728153,0.917906907947847,0.835751487559545,0.870354968189624,0.858988288720552,0.910115682564582,0.885103602486951,0.906555792879937,0.913281846596894,0.905113122982624,0.910207152712207,0.895570223674729,0.89503650323461,0.884774900657215,0.917447931007391,0.909009153805105,0.880826534177053,0.894402619733349,0.912101158336721,0.907996188586137,0.95037677884662,0.940421395570481,0.884398427854738,0.889813134269184,0.905482368493344,0.923094202088948,0.871710598808079,0.875601614132675,0.901330710803342,0.925287755486776,0.914768170178547,0.881187763551722,0.887241063375798,0.915714329794736,0.912628783927514,0.909846030795661
"The ball is dark green.",0.907758998873355,0.883993651067689,0.873434678032956,0.9022545631699,0.895597233471429,0.913907639640568,0.840384712597783,0.93178638501174,0.874073326879003,0.916928758948046,0.908803946464316,0.93160698601294,0.881450558612137,0.890905376824914,0.934777764172796,0.898211787400314,0.887645460231527,0.891860101248566,0.885062078941179,0.913768280031533,0.947775519438325,0.94135833175497,0.931647460382157,0.950841239086086,1,0.951014880270409,0.934006510381741,0.919445303115482,0.977654452866625,0.936841884216458,0.92358688847247,0.944610114112309,0.926177027022451,0.979678922472274,0.924417527424097,0.92848515808131,0.928658463473073,0.941018511534671,0.940015992161897,0.907475109484209,0.909213573805343,0.927004194309461,0.927203663090577,0.891756582991381,0.869158381351865,0.883942010000915,0.956895263636331,0.889728486723249,0.894197931895936,0.897503946150594,0.905233542047854,0.926604323373404,0.972026219985303,0.95836844375405,0.927370722592172,0.855903451587716,0.888511251574153,0.874760410222173,0.877909024816668,0.919651707553654,0.914091553096699,0.878904630780372,0.943003441674489,0.860842953349794,0.925315210335545,0.893200207250119,0.919154837476813,0.912985712759007,0.910856859102814,0.928698884975909,0.973224239303838,0.929512088260716,0.906908804945742,0.901097720174686,0.956739595456288,0.914658100781432,0.903694289880961,0.908380879822454,0.909646832777899,0.902300728466152,0.921893267877592,0.948076211865091,0.884257706071173,0.900454163886582,0.90820866898425,0.875296263952355,0.911414262063024,0.882275435740118,0.906134299398975,0.94029931482691,0.891508130494455,0.940796290746679,0.89228730589583,0.894696574226713,0.911451308176736,0.88391375724746,0.886238849483732,0.877860812854228,0.849916369871329,0.912276835740887,0.912044272986234,0.872730729830849,0.921410344055163,0.902992886307651,0.901596078534017,0.890781859992611,0.913696118024332,0.967410095221943,0.916850831831632,0.90996830466982,0.846500063027853,0.864173846808798,0.867611227998199,0.905343000425034,0.889204842074099,0.896196441890418,0.913157810534275,0.907758885374046,0.911873809896779,0.898047040198752,0.887369690847487,0.884580310073571,0.907834324618065,0.958873615287181,0.886761806040089,0.884563393726817,0.911601823678553,0.898557098094377,0.905152948863785,0.906512965882641,0.880804075883132,0.946385626091057,0.900122586477031,0.91694606909695,0.895837523605967,0.886131481964243,0.910266917620124,0.918960934501278,0.909124270542126,0.885167685555097,0.878912751756363,0.916621392192556,0.956076551,0.905582676050931
"The ball is dark grey.",0.91418232432779,0.888126860839298,0.888414981358789,0.88547592519302,0.908164300359867,0.9266037021422,0.856859791802749,0.942611277467299,0.872111021204806,0.913082335215155,0.907563618722654,0.929344053554487,0.878073994863524,0.894249537412034,0.896543915636309,0.895215264610827,0.891748641403747,0.888561342710803,0.884501615128554,0.910354092331533,0.956955789230596,0.949651889392364,0.924654984899385,0.98919096287184,0.951014880270409,1,0.938898498635141,0.927492245457151,0.934181195232647,0.944149575732315,0.920985197926799,0.950233319495321,0.932670225956182,0.938191639832149,0.939623334933908,0.96354905857564,0.97036022996425,0.944796797793736,0.948511324503768,0.909275554148283,0.912353947443805,0.966445901495051,0.974625434889651,0.896587912204786,0.87398555486573,0.879224622049132,0.906907367106225,0.894539053173213,0.906819335443702,0.887878057685278,0.878479983549662,0.967113251145107,0.907957979449823,0.909364080605188,0.978476661634862,0.84843769404123,0.892045760347832,0.876334754910376,0.892535469596464,0.922772870860114,0.912405297184906,0.883466170339877,0.891347609275127,0.85902981071485,0.926647899016946,0.899743079571577,0.916974739434386,0.910442596219456,0.907535042371588,0.963451054353489,0.921047484222455,0.974457446310182,0.912188795626609,0.902852122834859,0.912137001404431,0.920116997004342,0.915289656461353,0.943195674961026,0.951283063024038,0.908827353202959,0.922545192391182,0.902932943503414,0.887789754396139,0.902565810883601,0.916913191763238,0.871331921027679,0.918053570625167,0.874501435005669,0.911148586739337,0.90547686975438,0.906356116547664,0.896135378222456,0.8934549806362,0.902499924182087,0.920173249105929,0.875578527697341,0.891731108191197,0.875473742847761,0.858751734025231,0.910318492489796,0.913168503206209,0.877572234963415,0.906650899747153,0.903718062046471,0.902699586522234,0.871029991161913,0.897216632087348,0.921222989120193,0.920942765797088,0.917284119775819,0.835232432615366,0.868459935606739,0.855604241066879,0.908068468281134,0.881071381350889,0.906221396748901,0.910798125913882,0.905563976171991,0.912875308616404,0.899934367593269,0.897504290836626,0.881047174295011,0.919289390822551,0.911520780086271,0.877422828050518,0.898061204396164,0.913733468873637,0.911527774749953,0.945746529307481,0.952607379341271,0.880795663028575,0.889754593181717,0.906949290262794,0.920099851673818,0.873071684340873,0.872087163303284,0.902987838019585,0.922277703401617,0.911696570729538,0.879699412193155,0.885556728335206,0.916244783561687,0.913308596602481,0.904195307832802
"The ball is dark khaki.",0.893220197885581,0.857799534114122,0.873461185446899,0.869726460709035,0.874451278051445,0.922383902169238,0.839008556151303,0.914321031816275,0.863236691634165,0.880925900567427,0.876079565720245,0.913897819276401,0.85863317110511,0.889161154939086,0.886893460180768,0.884663690476381,0.876001819569711,0.867474841293982,0.878541575350022,0.881909987152488,0.923722118379807,0.923274057548527,0.912175649348957,0.939043690066816,0.934006510381741,0.938898498635141,1,0.904991825925371,0.930849239186164,0.925936883019839,0.909417136767852,0.926411136593982,0.918670161210662,0.92286780506075,0.905720190205149,0.918041750425811,0.917015599607945,0.924012875120698,0.921487477718115,0.889734500702182,0.885001191843626,0.916527262873706,0.916714478282941,0.870287106168646,0.85628212587594,0.864849159569439,0.890486317240253,0.869847026869735,0.883323669378007,0.874126869856597,0.865916751735858,0.907898186551317,0.892568960101257,0.899099561011297,0.910249179657536,0.844377158789918,0.869993801292325,0.865777765824905,0.880509067402969,0.978160116542111,0.892950360712718,0.873489779340154,0.88523949188957,0.859052689915604,0.898068461655434,0.893487723473233,0.892793240587567,0.897558428049497,0.899647636848775,0.913855431757171,0.907314968967001,0.914988068408686,0.891865199667947,0.891858166107732,0.903152604837429,0.897654579310542,0.885390945670543,0.900703225912744,0.900943912586043,0.885560981699225,0.912708015925757,0.897306335960767,0.874520236484738,0.878295555369252,0.90080166061311,0.853514629612123,0.885999294029579,0.865746615574602,0.878785881020515,0.891475114180438,0.872600293999108,0.883372680573925,0.871191941387513,0.879547284406289,0.892189281112507,0.863035457370566,0.865310275471709,0.884086625397375,0.861086980111052,0.910674703352593,0.902909053452733,0.863981924638229,0.925949730860334,0.886553491751166,0.887161324783102,0.863769159229361,0.891711900016898,0.911703376177077,0.905235417130556,0.898249530730808,0.838252264290412,0.857836896387501,0.83883319577219,0.883648337933585,0.865703922833629,0.879783177411542,0.876756402687383,0.882220688720324,0.900246481421719,0.877081177138732,0.896868775536675,0.862226305798957,0.91384991380518,0.897830884453253,0.865418992875136,0.899487325585151,0.888289490329465,0.878151500079688,0.895448692660483,0.894748239710062,0.854914828574185,0.876479559279378,0.876855530539892,0.918004277253523,0.860965365932804,0.860353602549359,0.884654796889799,0.896188484237742,0.887703984998806,0.875052676232706,0.855234012690243,0.902737576521521,0.901992774261298,0.88812106246516
